"455403610,2025-01-25T21:05:07Z,1403/11/07 00:35,بی اعتماد به دولت,tavakolbekhoda2,retwit,نقدیون در حال نظر دادن =)))))\n\nولی اینو از من داشته باشید \n بازارهای مالی محل انتقال ثروت از افردا عجول به افردا صبوره \n\n#شاخص_بورس"
"455404401,2025-01-25T22:20:58Z,1403/11/07 01:50,شایان فر,famatak,twit,#وآفر \n\nدر این قیمتها باید چشم بسته خرید و من را دعا کرد که دارم برات باقلوا پیشنهاد میکنم ۱۶۰۰ واسه سهمی که مارکتش ۴ هزار ملیارد هست ولی دارن با مارکت ۶۰۰ میلیارد میفروشن"
"455404386,2025-01-25T22:16:36Z,1403/11/07 01:46,کامبیز,kmoradian70,twit,#دسبحا اقا خواهشا یکی راهنمایی کنه سود مجمع چند روز پیش هر سهم چقدر میفته و کی واریر میشه"
"455404371,2025-01-25T22:13:44Z,1403/11/07 01:43,mb,mbmbmb,twit,#شاخص_بورس"
"455404293,2025-01-25T22:07:47Z,1403/11/07 01:37,Ali_trader,alitrader65,twit,#نطرین \nزیاد احتیاط کنید بازیگر سهام رفیعیان و علیخانی هست ممکن هست مثه زماهان و کرومیت و ثامان خالی کنند"
"455404274,2025-01-25T22:03:17Z,1403/11/07 01:33,Toofan,moodrood,twit,#کترام بازدهی یک ساله ۱۷ -   :))"
"455404264,2025-01-25T22:00:42Z,1403/11/07 01:30,af@123,for10467,twit,#فاذر  توییت منو۳۵کاربرگزارش کردن چراچون فروش درصدی هاروکردم توحساسترین جاکه جلوی رشدسهم روگرفتن وروندسهم منفی کردن دلتان خوش ولی خدای جای حقه اکانت منم ببندن خیلی نیازی بهش ندارم بایه خط دیگه یاجایی دیگه اکانتم فعال میکنم بهرحال شماهدفی دنبال میکنیدمنم هدفی وتارگتی دارم شماسهم روپایین میکشیدماهم درجای مناسب خریدی مناسب خواهیم زدوپابه پای شمادرصعودوسهامداری رشدخواهیم کرد...من ترسی ازکسی ندارم حرفم روزدم نظرم روگفتم مستنداتم گذاشتم اکانتم هم بستن فدای سرهمه"
"455404261,2025-01-25T22:00:29Z,1403/11/07 01:30,محمدرضا تقی زاده بارفروش,mrt365,twit,#سیسکو دکنر جان شما و بازار آهن نیستید اطلاع ندارید که کمبود باعث گرانی میشود من چی میگم تو چی میگی چرا به صحرای کربلا میزنی فردا بیابازار آهن قیمت میلگرد یا فولاد رو بپرس نسبت به ماه گرم سال مقایسه کن متوجه میشی خیلی گرانتر شده به دلیل کمبود گاز و اینکه تولید تو فضل سرد بخاطر گاز و بزق کمتر شده به این صورت شاهد افزایش قیمت هستیم حالا بشین تحلیل من رو با تحلیل خودت مقایسه کن متوحه میشی که کدوم ارزش بیشتری داره بااحترام"
"455380304,2025-01-25T07:33:29Z,1403/11/06 11:03,محمد ,tiesto279,retwit,اگر به خاطر توقف بخشی از تولید قیمت سهم میره 1000 تومن پس بگیم کلا کارخونه رو تعطیل کنن قیمت سهم بشه 10 هزار تومن 😂🤣😂"
"455404246,2025-01-25T21:58:57Z,1403/11/07 01:28,محمدرضا تقی زاده بارفروش,mrt365,quote,دکنر جان شما و بازار آهن نیستید اطلاع ندارید که کمبود باعث گرانی میشود من چی میگم تو چی میگی چرا به صحرای کربلا میزنی فردا بیابازار آهن قیمت میلگرد یا فولاد رو بپرس نسبت به ماه گرم سال مقایسه کن متوجه میشی خیلی گرانتر شده به دلیل کمبود گاز و اینکه تولید تو فضل سرد بخاطر گاز و بزق کمتر شده به این صورت شاهد افزایش قیمت هستیم حالا بشین تحلیل من رو با تحلیل خودت مقایسه کن متوحه میشی که کدوم ارزش بیشتری داره بااحترام"
