"456230623,2025-02-28T22:17:35Z,1403/12/11 01:47,☫☫☫,mohammad1385m,twit,#عیار \nخبری در راه است ........."
"456230587,2025-02-28T22:13:41Z,1403/12/11 01:43,مهدی پایون,payon,twit,#نیان بفروشید و فرار"
"456230580,2025-02-28T22:12:16Z,1403/12/11 01:42,arastoo,masteraccount,twit,#شاخص_بورس به گفته آقابزرگی کارشناس بازار سرمایه ، بورس تهران از هر نظر آماده ورود پول قدرتمند است. کاهش ارزش دلاری بازار، کاهش نسبت P/E و اشباع قیمتی در بازارهای رقیب سبب شده سرمایه‌گذاران چرخش تمایل به ورود نقدینگی به بارار سهام داشته باشند. نکته حائز اهمیت در این میان آن است که جاماندگی بازار سهام در نهایت راه ورود نقدینگی به بورس را باز می‌کند. حتی می‌توان این‌طور بیان کرد که بازار سهام به دلیل ارزندگی نسبت به بازارهای موازی دیگر در وضعیت مطلوب‌تری به سر می‌برد.\nآقابزرگی در پایان تاکید کرد: محتمل‌ترین سناریو تا پایان سال برای بازار سهام حول محور روند صعودی خواهد بود ، چرا که روند تاریخی نیز حکایت از یک رونق در اسفندماه دارد؛ به‌خصوص آنکه به لحاظ تکنیکال نیز اکثر سهام بازار در قیمت بسیار ارزنده و خوبی هستند. براساس P/E نیز بازار در ارزندگی کافی قرار دارد، از این‌ رو انتظار می‌رود در سال آتی و ابتدایی بهار فضای خوبی برای صعود و رشد بورس فراهم شود.🌺🌺"
"456230576,2025-02-28T22:11:46Z,1403/12/11 01:41,سهیل,sn1982,quote,عزیز عینکتو بزن اونس رو به بالا شد"
"456230571,2025-02-28T22:10:44Z,1403/12/11 01:40,سهیل,sn1982,quote,دوست عزیز شما برای اکثریت تصمیم نگیر"
"456230560,2025-02-28T22:08:58Z,1403/12/11 01:38,تحلیلگر ونیرو۲,2222tahlilgar,twit,#ونیرو \nاسیر تهدیدات وخط ونشانهای ترامپ رانخورید یک افتضاح اخلاقی به تمام معناست وجود این بشر شکل گرفته،دیر یا زود بازار سرمایه کشورم راهی در این تاریخی خواهد یافت وخود را با ارزش روز تورم ونرخ ارز به روز خواهد نمود،اینبار \nشاخص ۸ میلیونی مهناز صادقی در کمتر از شش ماه آینده در دسترس خواهد بود\nدر نگهداری سهام خود کوشا باشید"
"456230528,2025-02-28T22:03:17Z,1403/12/11 01:33,جان استوارت میل,papi,twit,برای نوسانگیران تا پایان هفته #بدبین هستم 😄 ولی برای بلند مدتی ها و آینده سهم #خوشبین\nبه نظرم #خودرو در هفته پیش رو برای شنبه ۱۱ اسفند ۱۴۰۳ صف خرید فرو می ریزد و تا ۳۴۵ تومان پایین می رود ولی دوباره به مدار مثبت برگشته تا ۳۸۰ که پایان اسفند است و سهم بسته می شود ..\nجزئیات احتمالی : ۱۱ و ۱۲ و ۱۳ اسفند منفی است ، \n۱۴ منفی ولی در پایان نمایش برگشت به مثبت می گیرد و ۱۵ اسفند مثبت می شود\n ولی ۱۸ ، ۱۹ دوباره منفی می شود ؛ ۲۰ و ۲۱ مثبت ولی ۲۲ ، ۲۵ و ۲۶ منفی است ،\nاز ۲۷ روند مثبت خیلی خوبی آغاز می شود ولی خودرو بسته شده و به گمانم تا فرا رسیدن روز بازگشایی دیگر خودرویی ها حالش را می برند😋\n\n برای بلند مدتی ها و و آنها که خواهان شرکت در افزایش سرمایه هستند و دو ماه هم متوقف-ممنوع :\n\nبا بازگشایی سهم در خرداد ماه \nحالا با هر قیمت و درصدی هم که بازگشایی شود با این حال طی ۶ ماه تا آذر ماه ۱۴۰۴ 👑خودرو می تواند تا ۲۶۸ تومان رشد کند😍\nاز اینجا به بعد با احتمال ریسک بیشتر بعد از دو بار اصلاح تا ۲۰۰ و بالا رفتن تا ۲۶۰ و ۲۸۳ طی نوسان های مثبت و منفی خلاصه کنم احتمالاً تا ۳۰۶ بالا برود ..\nهشدار : اینجا پایان روزهای خوب است🚩\nبعد از رسیدن به ۳۰۶ تومان ریزش این سهم آغاز شده و طی یک دوره فرسایشی سه چهار ساله منفی ادامه داشته و تا ۳۰ تومان (۲۸) پایین می رود ...😱"
"456215718,2025-02-27T17:47:43Z,1403/12/09 21:17,Yad,yahagh1170,retwit,#شستا \n✅️ خبر🍃\n🎥 رئیس بانک‌مرکزی: به‌دنبال تصمیماتی برای کاهش مجدد تورم هستیم، چندین سیاست جدید داریم که آرامش در بازار حفظ شود\n✅"
"456218353,2025-02-27T22:36:52Z,1403/12/10 02:06,بروکر,sososos,retwit,#فولاد فولاد وقتی دو هزار تومن شد اونوقت میگیم فولاد حباب داره و باید بیاد روی ۱۵۰۰ تومن"
"456230491,2025-02-28T21:54:47Z,1403/12/11 01:24,داود,market1,twit,#خاور سهمی که با این مقدار تولیدات و فروش الان براحتی باید بالای 300 تومن باشد ....🌺🌺"
