"456120936,2025-02-23T22:21:26Z,1403/12/06 01:51,arastoo,masteraccount,twit,#فولاد ببینیم این بار فولاد میتواند تا 700 تومن صعودش را قطعی کند .🌺🌺"
"456120927,2025-02-23T22:19:30Z,1403/12/06 01:49,جان استوارت میل,papi,quote,فکر کنم با همین فرمون تا ۳۸۰ بره بالا و باز به یک بهانه ای (حالا استیضاح وزیر اقتصاد یا داستان واگذاری به کروز و رأی دیوان عالی و اینا .. ) \nدوباره بیاد پایین تا ۳۴۲ و بعد دوباره بره بالا با هدف ۴۲۵\nز پس مجمع و بعد افزایش سرمایه و پس از ۲ ماه هم بازگشایی میشه😊\nالبته حدس می زنم ۶ اسفند بقیه سهام خودرویی که به خاطر افزایش سرمایه ایران خودرو مثل #خگستر #ورنا  و ..‌ صف خرید شده اند صفشون پایدار نباشه و بریزه...🏃‍♂️"
"456120897,2025-02-23T22:14:54Z,1403/12/06 01:44,داود,market1,twit,#پالایش با این خبر و ابلاغیه ، فردا گروه پالایشی میتواند پیشتاز رشد بازار باشد .."
"456120892,2025-02-23T22:14:18Z,1403/12/06 01:44,mahan0016,mahan0016,twit,#حکشتی \nمراقب سهم خود باشید\nسم پاشها نقره داغ می شوند"
"456120870,2025-02-23T22:09:53Z,1403/12/06 01:39,داود,market1,twit,#شپلی شپلی در کوتاه مدت میتواند تا محدوده 120 تومن صعود داشته باشد ..🌺🌺"
"456120842,2025-02-23T22:04:09Z,1403/12/06 01:34,Reezaa45,reezaa45,twit,#آریان این سهم جایزه کی اضافه میشه"
"456120829,2025-02-23T22:00:16Z,1403/12/06 01:30,داود,market1,twit,#شاخص_بورس چراغ سبز بازار سرمایه 🌺🌺\nبا توجه به شرایط و خبرهای مثبت در مورد بازار سرمایه پیش بینی می‌شود از فردا باید شاهد افزایش تقاضا و صفهای خرید بالاتری در اکثر گروهها باشیم و ارزش معاملاتی بهتر از روزهای گذشته رقم بخورد. با توجه به روند معاملات و نهایی شدن  خبر افزایش سرمایه خودرو و خساپا ، پیش بینی می‌شود پیشرو معاملات فردا، همچنان گروه خودرویی باشند و این گروهها به عنوان بخش تعیین کننده‌ی روند بازار عمل کنند.\nاز سوی دیگر پیش بینی میشود با بالا رفتن مستمر دلار توافقی، سهام گروه دلاری و پتروپالایشی ها نیز میتوانند جز سهام پر تقاضای بازار باشند.🌺"
"456120802,2025-02-23T21:55:26Z,1403/12/06 01:25,naeim.s,shabeakhar74nim,twit,#فولاد \nامروز کلی بالاتر از پایانیش صف خرید شد و جز حقوقی فروشنده خاصی نداشت\nسهم ارزنده ای مثل فولاد رو با خودرویی های زیانده اصلآ نباید مقایسه کرد\nحالا امروز سهم زیانده و بی ریشه ای مثل خودرو صف خرید شد دیگه فولاد ارزنده که جای خود داره\nقدر فولاد زیر۱۰۰۰تومان رو بدونید"
"456120794,2025-02-23T21:55:04Z,1403/12/06 01:25,تاتانکا‌ ایوتاکه,sittingbull,twit,شاید با اخراج محمودی #شلرد به نقطه ی بهتری نرسه، ولی با بودن محمودی ، شلرد به جایی نمیرسه! \n#بدبین #شاخص_بورس"
"456120788,2025-02-23T21:53:54Z,1403/12/06 01:23,منصور ترابی,mamsor,twit,#دی \nامیر ظاهرا تازه وارد سهامیاب شدی این سومین میانگین کم کردن در هفته بود ولخرجی اصلی این نبود خرید هم رسم ورسوم خودش رو داره با ۳۰ میلیون فردا به امید خدا میشه ۵۰ میلیون \nتو خرید وفروش دیگران دخالت نکن سعی کن بچه خوبی باشی"
