"454730255,2024-12-31T21:56:29Z,1403/10/12 01:26,دانیال,danyal96,twit,#وبرق \nاندکی صبر سحر نزدیک است\nکدال باران خواهید شد\nآنوقت حال فروشنده های وبرق دیدنی خواهد بود.\nاراتمندتان محسن جلالی\n.\n.\n۲۸ ماه از این پست های محسن می گذرد\nقیمت سهم آن موقع ۵۳۰۰ بوده و قیمت سکه ۸۱۰۰۰۰۰\nحالا بعد از گذشت ۲۸ ماه\nقیمت سهم ۴۰۰۰ و قیمت سکه ۵۴۵۰۰۰۰۰\nیعنی قیمت سهم اگه الآن۴۲۴۰۰ تومن بود \nتازه شما هیچ سودی نکرده بودید و فقط ارزش پولتون حفظ شده بود.\nاسترس ها و فشار های روحی و روانی هم که تو این مدت کشیدیم،  به کنار که اگه قیمت سهم هزاران برابر هم بشه قابل جبران نیست.\nو من الله توفیق"
"454730247,2024-12-31T21:54:07Z,1403/10/12 01:24,TT,neurofeedback,quote,#دارا_یکم چند وقت دیگه حوالی ۴۰ تومن هشدار می دهید اما همچنان می بینید گوش شنوایی نیست!!!!"
"454730213,2024-12-31T21:50:07Z,1403/10/12 01:20,صبا مرادی,sabam1234,twit,#شاخص_بورس \nسهم وشمال رو امروز حتما بخرید از نظر تکنیکال تا ۱۲۰۰۰ میخواد بره. فرصت خرید هم هست. 🥰🥰🥰"
"454730169,2024-12-31T21:44:15Z,1403/10/12 01:14,Rahmard021,mohamad1226,twit,#شاخص_بورس تمام این صحبتهای که راجع پالرمو میشه توضیح میده"
"454730153,2024-12-31T21:43:10Z,1403/10/12 01:13,زرنگ,zerang2000,twit,#تپکو \n\nمن هنوزم میگم:\n\n. اینا باید ماشین آلات و ساختمان‌ها و سوله‌ها رو هم در ارزیابی سرمایه میاوردن.\n\n. اینا قیمت زمین‌ها رو هم حتی در ارزیابی سرمایه شرکت پایین زدن. آخه زمین در \"شهر\" اراک متری ۹ میلیون🫠؟!\n\n. با توجه به گذشت نزدیک یکساااال از ارزیابی و تورم کشور، حتی ارزیابی زمین‌ها به فرض هم که اون موقع قیمت رو پایین نزده بودن الآن قابل پذیرش نیست.\n\n. تامین اجتماعی علنا و در عمل داره میگه که سهامدار خُرد هیچ اهمیتی براش نداره و چون سازمان بسیار بسیار ثروتمندیه، صبر معاملاتی و صبر سرمایه داریش هم بسیار بسیار زیاده و اونی که این وسط لِه شده سهامدار خُرده.\n\n\nمثلا خکاوه که سال ۹۹ قیمتش حدود ۳۰۰...۴۰۰....۵۰۰ بود، ظرف همین دو سال اخیر ۴۰۰۰ تومن رو هم حتی دید و همین الآن هم با وجود ریزشش باز هم قیمتش حدود ۲۰۰۰ تومنه اما این تپکو که سال ۹۹ قیمتش ۶۰۰ بوده، الان داره توی ۲۰۰ تومن دست و پا میزنه!\nآیا سهامدار خُرد عمر خودش رو از سر راه آورده؟"
"454730142,2024-12-31T21:41:52Z,1403/10/12 01:11,خبردار,melllatt,twit,#وبملت دیگه چه اتفاقی باید بیفته که متوجه بشید تازه اول راهه وبملت هست.  استارت بزنه حالا حالاها بهش نمی‌رسید.  منابع ارزی کلان با این نرخ دلار ... سود دهی شرکت‌های تابعه ... احتمال بالای تصویب اف ای تی اف ... افزایش سرمایه های آتی تا پایان سال از بهترین نوع سود انباشته و تجدید و تسعیر !!! Pبر e عالی سهم !!! بازم بگم یا متوجه شدی چه طلایی داری و مراقب باشید از دست ندی"
"454730080,2024-12-31T21:38:03Z,1403/10/12 01:08,شجاعی,boushehr,quote,#دانا چند روز پیش(شنبه) نصف دانا رو فروختم #وبصادر و #فملی خریدم\nجالبه هردو تو این چند روزه افزایش سرمایه کدال کردن\nچشممون کم سو شده توی دانا!!!!!!\nکماکان منتظر دانا میمونیم"
"454730067,2024-12-31T21:36:23Z,1403/10/12 01:06,mehrzad.tajfar,mehrzadtajfar,quote,حد ضرر رعایت بشه"
"454637257,2024-12-29T07:59:47Z,1403/10/09 11:29,سهامدار با ثبات,1359ab,retwit,#شبندر این چند سال که روند پالایشی ها را پیگیر بوده ام ، گروهی هستند در ظاهر حقیقی که به نظرم وابسته به برخی حقوقی های در هر شش پالایشی و با دارایی حجم سنگین سهم ، هر وقت خواستند هماهنگ به راحتی سهم های هر شش پالایشی ها بالا می برند و هر وقت خواستند سهم را به راحتی به پایین ترین حد ممکن پایین می کشند، در بهمن سال گذشته تا توانستند قیمت سهم را نازل ترین حد ممکن کشیدند ،الان روند رشد پالایشی ها را پیش گرفته اند،  دو روزه  ترجیع دادند بعد مثبت های متوالی ،سفارش های سنگین خرید اول صبح در پیش گشایش نگذارند و در سمت فروش سفارش سنگین بگذارند و فعلا سهم را در حالت  اصلاح سهم  نشان می دهند"
"454730014,2024-12-31T21:33:46Z,1403/10/12 01:03,شجاعی,boushehr,quote,#فملی \nجناب حدود ۳۵درصد انباشه درسته؟"
