"456418650,2025-03-08T22:21:53Z,1403/12/19 01:51,......asc,aso......,twit,#شاخص_بورس فردا بازار باصف فروش شروع میشه ببینیم در ادامه چی میشه"
"456418647,2025-03-08T22:20:53Z,1403/12/19 01:50,......asc,aso......,twit,#شاخص_بورس پولها فعلا به سمت طلاوسکه رفتن"
"456418643,2025-03-08T22:20:23Z,1403/12/19 01:50,eli,btcvsgold1404,twit,#عیار فقط میشه گفت مثل سال 99بورس که همه پول آوردن سمت بورس الان همین بلا داره سر طلا میاد"
"456418640,2025-03-08T22:20:11Z,1403/12/19 01:50,......asc,aso......,twit,#خودرو بازار فردا منفیه"
"456418634,2025-03-08T22:19:02Z,1403/12/19 01:49,eli,btcvsgold1404,quote,نسخه هایی که میپیچم از سر تجربس حالا شما هی عیار بخر وقتی rsiتو سقفه مطمئن باش می‌ره تو پاچت"
"456416303,2025-03-08T19:39:43Z,1403/12/18 23:09,arastoo,masteraccount,retwit,#خودرو  چراغ سبز بازار سرمایه \nبا توجه به شرایط و خبرهای مثبت در مورد بازار سرمایه پیش بینی می‌شود فردا باید شاهد افزایش تقاضا و صفهای خرید بالاتری در اکثر گروهها باشیم و ارزش معاملاتی بهتر از روزهای گذشته رقم بخورد. با توجه به روند معاملات و نهایی شدن خبر افزایش سرمایه خودرو و خساپا ، پیش بینی می‌شود پیشرو معاملات فردا، همچنان گروه خودرویی باشند و این گروهها به عنوان بخش تعیین کننده‌ی روند بازار عمل کنند.🌺🌺"
"456418602,2025-03-08T22:16:02Z,1403/12/19 01:46,advocate,davod22454,twit,#فاراک \nکاری ندارم تا کجا اصلاح می کنه\nبالاخره مثل سال 97 شاخص سازیشون که تموم شد \nفاراک هم تا سه هزار تومان می برند بالا"
"456416863,2025-03-08T20:07:20Z,1403/12/18 23:37,امیر,qwertyuiopqwert,retwit,#خساپا \n\n\n🔴مهم برای #خساپا\n\n◀️افزایش سرمایه سایپا از محل مازاد تجدید ارزیابی دارایی‌ها به ۷۷۰ درصد افزایش یافت و مورد تایید حسابرس قرار گرفت.\n\n🔵"
"456416350,2025-03-08T19:43:24Z,1403/12/18 23:13,فقط کالا و فسبزوار بخر,sahambaztir,retwit,#شاخص_بورس \nاین بازار دیگه با دستور هم قابل مهار نیست پیش بسوی قله های جدید شاخص 5میلیون واسه دست گرمی خوبه تا بعد"
"456418570,2025-03-08T22:11:02Z,1403/12/19 01:41,علی آقاترید,aghaee6161,quote,شما از تو غار درمیای هر چند وقت یکبار یک توییت میزنی برمیگردی تو جات. از وضعیت اقتصاد و شرایط بورس مملکت اوضاع سیاسی و جنگی و ... در این چند وقت هم که سردر نمیاری . تحلیل هم که نمیدی . حداقل بنویس چطوری به ارزش ذاتی سهم ها میرسی استفاده کنیم. این سهم بدرد خرید شما نمیخوره پولت دور نریز. یک سهم معرفی کن ارزش ذاتی داشته باش تو این چند روزم مثبت بوده ما بخریم.     "
